heure_aggr,TP_s,date,heure,jour
2018-07-14 07:00:00,489.14499599683336,2018-07-14 07:00:00,07:00,2018/07/14
2018-07-14 07:06:00,502.17368579550003,2018-07-14 07:06:00,07:06,2018/07/14
2018-07-14 07:12:00,480.8582369963333,2018-07-14 07:12:00,07:12,2018/07/14
2018-07-14 07:18:00,498.3726623968334,2018-07-14 07:18:00,07:18,2018/07/14
2018-07-14 07:24:00,491.2792565946667,2018-07-14 07:24:00,07:24,2018/07/14
2018-07-14 07:30:00,496.7792189963333,2018-07-14 07:30:00,07:30,2018/07/14
2018-07-14 07:36:00,505.545390595,2018-07-14 07:36:00,07:36,2018/07/14
2018-07-14 07:42:00,496.26831779183334,2018-07-14 07:42:00,07:42,2018/07/14
2018-07-14 07:48:00,501.2632421948333,2018-07-14 07:48:00,07:48,2018/07/14
2018-07-14 07:54:00,489.99499799349996,2018-07-14 07:54:00,07:54,2018/07/14
2018-07-14 08:00:00,493.5369347981666,2018-07-14 08:00:00,08:00,2018/07/14
2018-07-14 08:06:00,512.5962953951666,2018-07-14 08:06:00,08:06,2018/07/14
2018-07-14 08:12:00,491.68056479300003,2018-07-14 08:12:00,08:12,2018/07/14
2018-07-14 08:18:00,495.178385997,2018-07-14 08:18:00,08:18,2018/07/14
2018-07-14 08:24:00,491.58042779650003,2018-07-14 08:24:00,08:24,2018/07/14
2018-07-14 08:30:00,517.5776333948334,2018-07-14 08:30:00,08:30,2018/07/14
2018-07-14 08:36:00,499.0381649971667,2018-07-14 08:36:00,08:36,2018/07/14
2018-07-14 08:42:00,520.609792193,2018-07-14 08:42:00,08:42,2018/07/14
2018-07-14 08:48:00,510.27880199399993,2018-07-14 08:48:00,08:48,2018/07/14
2018-07-14 08:54:00,499.68460259549994,2018-07-14 08:54:00,08:54,2018/07/14
2018-07-14 09:00:00,493.97566439716667,2018-07-14 09:00:00,09:00,2018/07/14
2018-07-14 09:06:00,499.886158197,2018-07-14 09:06:00,09:06,2018/07/14
2018-07-14 09:12:00,509.273435394,2018-07-14 09:12:00,09:12,2018/07/14
2018-07-14 09:18:00,502.77771599216663,2018-07-14 09:18:00,09:18,2018/07/14
2018-07-14 09:24:00,501.4897547945,2018-07-14 09:24:00,09:24,2018/07/14
2018-07-14 09:30:00,509.11179059483334,2018-07-14 09:30:00,09:30,2018/07/14
2018-07-14 09:36:00,519.2047487951667,2018-07-14 09:36:00,09:36,2018/07/14
2018-07-14 09:42:00,525.6465077945,2018-07-14 09:42:00,09:42,2018/07/14
2018-07-14 09:48:00,518.3076149945001,2018-07-14 09:48:00,09:48,2018/07/14
2018-07-14 09:54:00,517.6705733946667,2018-07-14 09:54:00,09:54,2018/07/14
2018-07-14 10:00:00,519.2630147938333,2018-07-14 10:00:00,10:00,2018/07/14
2018-07-14 10:06:00,530.8667729915,2018-07-14 10:06:00,10:06,2018/07/14
2018-07-14 10:12:00,524.7456449958335,2018-07-14 10:12:00,10:12,2018/07/14
2018-07-14 10:18:00,529.9789247964999,2018-07-14 10:18:00,10:18,2018/07/14
2018-07-14 10:24:00,546.3718025968334,2018-07-14 10:24:00,10:24,2018/07/14
2018-07-14 10:30:00,530.951271596,2018-07-14 10:30:00,10:30,2018/07/14
2018-07-14 10:36:00,538.5960239961667,2018-07-14 10:36:00,10:36,2018/07/14
2018-07-14 10:42:00,524.5378403906667,2018-07-14 10:42:00,10:42,2018/07/14
2018-07-14 10:48:00,554.1225869953333,2018-07-14 10:48:00,10:48,2018/07/14
2018-07-14 10:54:00,551.7333473971668,2018-07-14 10:54:00,10:54,2018/07/14
2018-07-14 11:00:00,544.794758396,2018-07-14 11:00:00,11:00,2018/07/14
2018-07-14 11:06:00,564.6294641965,2018-07-14 11:06:00,11:06,2018/07/14
2018-07-14 11:12:00,647.7585191995,2018-07-14 11:12:00,11:12,2018/07/14
2018-07-14 11:18:00,651.4571393991665,2018-07-14 11:18:00,11:18,2018/07/14
2018-07-14 11:24:00,696.3761861978332,2018-07-14 11:24:00,11:24,2018/07/14
2018-07-14 11:30:00,714.3117713958333,2018-07-14 11:30:00,11:30,2018/07/14
2018-07-14 11:36:00,777.3505943983333,2018-07-14 11:36:00,11:36,2018/07/14
2018-07-14 11:42:00,820.1766053988332,2018-07-14 11:42:00,11:42,2018/07/14
2018-07-14 11:48:00,790.3286057981667,2018-07-14 11:48:00,11:48,2018/07/14
2018-07-14 11:54:00,776.4444785941668,2018-07-14 11:54:00,11:54,2018/07/14
2018-07-14 12:00:00,782.1034523953332,2018-07-14 12:00:00,12:00,2018/07/14
2018-07-14 12:06:00,770.0958989961667,2018-07-14 12:06:00,12:06,2018/07/14
2018-07-14 12:12:00,786.1515353953332,2018-07-14 12:12:00,12:12,2018/07/14
2018-07-14 12:18:00,791.4722675988334,2018-07-14 12:18:00,12:18,2018/07/14
2018-07-14 12:24:00,803.5249253981666,2018-07-14 12:24:00,12:24,2018/07/14
2018-07-14 12:30:00,742.0252313978332,2018-07-14 12:30:00,12:30,2018/07/14
2018-07-14 12:36:00,751.7703395955001,2018-07-14 12:36:00,12:36,2018/07/14
2018-07-14 12:42:00,668.6428631963332,2018-07-14 12:42:00,12:42,2018/07/14
2018-07-14 12:48:00,640.9450205973334,2018-07-14 12:48:00,12:48,2018/07/14
2018-07-14 12:54:00,572.7745877958333,2018-07-14 12:54:00,12:54,2018/07/14
2018-07-14 13:00:00,510.59174219550005,2018-07-14 13:00:00,13:00,2018/07/14
2018-07-14 13:06:00,517.1731289951667,2018-07-14 13:06:00,13:06,2018/07/14
2018-07-14 13:12:00,509.8125947966667,2018-07-14 13:12:00,13:12,2018/07/14
2018-07-14 13:18:00,509.9775191985,2018-07-14 13:18:00,13:18,2018/07/14
2018-07-14 13:24:00,517.0067603953333,2018-07-14 13:24:00,13:24,2018/07/14
2018-07-14 13:30:00,488.2497773976667,2018-07-14 13:30:00,13:30,2018/07/14
2018-07-14 13:36:00,506.2791317936667,2018-07-14 13:36:00,13:36,2018/07/14
2018-07-14 13:42:00,518.1923633933334,2018-07-14 13:42:00,13:42,2018/07/14
2018-07-14 13:48:00,523.8338315948334,2018-07-14 13:48:00,13:48,2018/07/14
2018-07-14 13:54:00,520.7165291986668,2018-07-14 13:54:00,13:54,2018/07/14
2018-07-14 14:00:00,531.1014023983333,2018-07-14 14:00:00,14:00,2018/07/14
2018-07-14 14:06:00,504.54522899683326,2018-07-14 14:06:00,14:06,2018/07/14
2018-07-14 14:12:00,509.831186395,2018-07-14 14:12:00,14:12,2018/07/14
2018-07-14 14:18:00,525.6055277940001,2018-07-14 14:18:00,14:18,2018/07/14
2018-07-14 14:24:00,521.6614097911666,2018-07-14 14:24:00,14:24,2018/07/14
2018-07-14 14:30:00,508.2263003936667,2018-07-14 14:30:00,14:30,2018/07/14
2018-07-14 14:36:00,515.6641127961667,2018-07-14 14:36:00,14:36,2018/07/14
2018-07-14 14:42:00,515.3704313955001,2018-07-14 14:42:00,14:42,2018/07/14
2018-07-14 14:48:00,504.5066537943333,2018-07-14 14:48:00,14:48,2018/07/14
2018-07-14 14:54:00,521.3420831948333,2018-07-14 14:54:00,14:54,2018/07/14
2018-07-14 15:00:00,534.400237797,2018-07-14 15:00:00,15:00,2018/07/14
2018-07-14 15:06:00,533.1043373941667,2018-07-14 15:06:00,15:06,2018/07/14
2018-07-14 15:12:00,529.2487667928333,2018-07-14 15:12:00,15:12,2018/07/14
2018-07-14 15:18:00,515.3406665906667,2018-07-14 15:18:00,15:18,2018/07/14
2018-07-14 15:24:00,516.1708103926667,2018-07-14 15:24:00,15:24,2018/07/14
2018-07-14 15:30:00,517.7470859966667,2018-07-14 15:30:00,15:30,2018/07/14
2018-07-14 15:36:00,500.62180259816677,2018-07-14 15:36:00,15:36,2018/07/14
2018-07-14 15:42:00,513.312953995,2018-07-14 15:42:00,15:42,2018/07/14
2018-07-14 15:48:00,503.53567079716663,2018-07-14 15:48:00,15:48,2018/07/14
2018-07-14 15:54:00,498.7881545923333,2018-07-14 15:54:00,15:54,2018/07/14
2018-07-14 16:00:00,510.4239473966666,2018-07-14 16:00:00,16:00,2018/07/14
2018-07-14 16:06:00,513.4271105941667,2018-07-14 16:06:00,16:06,2018/07/14
2018-07-14 16:12:00,509.1310247975,2018-07-14 16:12:00,16:12,2018/07/14
2018-07-14 16:18:00,548.0460419968333,2018-07-14 16:18:00,16:18,2018/07/14
2018-07-14 16:24:00,521.1776675976666,2018-07-14 16:24:00,16:24,2018/07/14
2018-07-14 16:30:00,518.197849195,2018-07-14 16:30:00,16:30,2018/07/14
2018-07-14 16:36:00,544.9437749968333,2018-07-14 16:36:00,16:36,2018/07/14
2018-07-14 16:42:00,524.7599129988333,2018-07-14 16:42:00,16:42,2018/07/14
2018-07-14 16:48:00,502.3946849956667,2018-07-14 16:48:00,16:48,2018/07/14
2018-07-14 16:54:00,502.33179059433337,2018-07-14 16:54:00,16:54,2018/07/14
2018-07-14 17:00:00,532.1022269958333,2018-07-14 17:00:00,17:00,2018/07/14
2018-07-14 17:06:00,525.7822517918333,2018-07-14 17:06:00,17:06,2018/07/14
2018-07-14 17:12:00,513.0574013936666,2018-07-14 17:12:00,17:12,2018/07/14
2018-07-14 17:18:00,494.86844819766674,2018-07-14 17:18:00,17:18,2018/07/14
2018-07-14 17:24:00,503.5569551981667,2018-07-14 17:24:00,17:24,2018/07/14
2018-07-14 17:30:00,529.6826537931667,2018-07-14 17:30:00,17:30,2018/07/14
2018-07-14 17:36:00,524.8122119963333,2018-07-14 17:36:00,17:36,2018/07/14
2018-07-14 17:42:00,506.5782329968333,2018-07-14 17:42:00,17:42,2018/07/14
2018-07-14 17:48:00,508.2546191955,2018-07-14 17:48:00,17:48,2018/07/14
2018-07-14 17:54:00,486.8105711946667,2018-07-14 17:54:00,17:54,2018/07/14
2018-07-14 18:00:00,517.4876093920001,2018-07-14 18:00:00,18:00,2018/07/14
2018-07-14 18:06:00,498.992751596,2018-07-14 18:06:00,18:06,2018/07/14
2018-07-14 18:12:00,502.5518981958333,2018-07-14 18:12:00,18:12,2018/07/14
2018-07-14 18:18:00,510.63277859716663,2018-07-14 18:18:00,18:18,2018/07/14
2018-07-14 18:24:00,496.0361771938333,2018-07-14 18:24:00,18:24,2018/07/14
2018-07-14 18:30:00,502.0007171928334,2018-07-14 18:30:00,18:30,2018/07/14
2018-07-14 18:36:00,511.51456379350003,2018-07-14 18:36:00,18:36,2018/07/14
2018-07-14 18:42:00,488.6872475961666,2018-07-14 18:42:00,18:42,2018/07/14
2018-07-14 18:48:00,485.0490857998334,2018-07-14 18:48:00,18:48,2018/07/14
2018-07-14 18:54:00,495.4197239983334,2018-07-14 18:54:00,18:54,2018/07/14
2018-07-14 19:00:00,571.8923819978334,2018-07-14 19:00:00,19:00,2018/07/14
2018-07-14 19:06:00,513.0303881963333,2018-07-14 19:06:00,19:06,2018/07/14
2018-07-14 19:12:00,506.72376539499993,2018-07-14 19:12:00,19:12,2018/07/14
2018-07-14 19:18:00,520.288208993,2018-07-14 19:18:00,19:18,2018/07/14
2018-07-14 19:24:00,509.0037497915,2018-07-14 19:24:00,19:24,2018/07/14
2018-07-14 19:30:00,453.38514299583335,2018-07-14 19:30:00,19:30,2018/07/14
2018-07-14 19:36:00,471.5571767933333,2018-07-14 19:36:00,19:36,2018/07/14
2018-07-14 19:42:00,492.729966597,2018-07-14 19:42:00,19:42,2018/07/14
2018-07-14 19:48:00,472.783808998,2018-07-14 19:48:00,19:48,2018/07/14
2018-07-14 19:54:00,481.73191499516673,2018-07-14 19:54:00,19:54,2018/07/14
2018-07-14 20:00:00,519.7763195916667,2018-07-14 20:00:00,20:00,2018/07/14
2018-07-14 20:06:00,506.48423399250004,2018-07-14 20:06:00,20:06,2018/07/14
2018-07-14 20:12:00,484.57736279183337,2018-07-14 20:12:00,20:12,2018/07/14
2018-07-14 20:18:00,487.59395639600007,2018-07-14 20:18:00,20:18,2018/07/14
2018-07-14 20:24:00,509.7937607928333,2018-07-14 20:24:00,20:24,2018/07/14
2018-07-14 20:30:00,476.7507221953333,2018-07-14 20:30:00,20:30,2018/07/14
2018-07-14 20:36:00,497.07992519333334,2018-07-14 20:36:00,20:36,2018/07/14
2018-07-14 20:42:00,497.5878977958334,2018-07-14 20:42:00,20:42,2018/07/14
2018-07-14 20:48:00,503.3068097936666,2018-07-14 20:48:00,20:48,2018/07/14
2018-07-14 20:54:00,509.46186479399995,2018-07-14 20:54:00,20:54,2018/07/14
2018-07-14 21:00:00,498.9058343985,2018-07-14 21:00:00,21:00,2018/07/14
2018-07-14 21:06:00,494.6473757988333,2018-07-14 21:06:00,21:06,2018/07/14
2018-07-14 21:12:00,492.352848596,2018-07-14 21:12:00,21:12,2018/07/14
2018-07-14 21:18:00,504.28563839316666,2018-07-14 21:18:00,21:18,2018/07/14
2018-07-14 21:24:00,495.9810443965,2018-07-14 21:24:00,21:24,2018/07/14
2018-07-14 21:30:00,459.895530598,2018-07-14 21:30:00,21:30,2018/07/14
2018-07-14 21:36:00,514.2987053960001,2018-07-14 21:36:00,21:36,2018/07/14
2018-07-14 21:42:00,505.7199023961667,2018-07-14 21:42:00,21:42,2018/07/14
2018-07-14 21:48:00,493.140947397,2018-07-14 21:48:00,21:48,2018/07/14
2018-07-14 21:54:00,503.568669597,2018-07-14 21:54:00,21:54,2018/07/14
2018-07-14 22:00:00,500.56775939716664,2018-07-14 22:00:00,22:00,2018/07/14
2018-07-14 22:06:00,486.765721198,2018-07-14 22:06:00,22:06,2018/07/14
2018-07-14 22:12:00,498.262974598,2018-07-14 22:12:00,22:12,2018/07/14
2018-07-14 22:18:00,470.99384759833333,2018-07-14 22:18:00,22:18,2018/07/14
2018-07-14 22:24:00,443.07694080000005,2018-07-14 22:24:00,22:24,2018/07/14
2018-07-14 22:30:00,452.0061629995,2018-07-14 22:30:00,22:30,2018/07/14
2018-07-14 22:36:00,499.09722059666666,2018-07-14 22:36:00,22:36,2018/07/14
2018-07-14 22:42:00,494.52967199533333,2018-07-14 22:42:00,22:42,2018/07/14
2018-07-14 22:48:00,461.1467525961668,2018-07-14 22:48:00,22:48,2018/07/14
2018-07-14 22:54:00,448.11580139550006,2018-07-14 22:54:00,22:54,2018/07/14
2018-07-14 23:00:00,439.5698969966667,2018-07-14 23:00:00,23:00,2018/07/14
2018-07-14 23:06:00,473.5650083975001,2018-07-14 23:06:00,23:06,2018/07/14
2018-07-14 23:12:00,496.10953019900006,2018-07-14 23:12:00,23:12,2018/07/14
2018-07-14 23:18:00,496.77805439900004,2018-07-14 23:18:00,23:18,2018/07/14
2018-07-14 23:24:00,485.89696019716666,2018-07-14 23:24:00,23:24,2018/07/14
2018-07-14 23:30:00,510.70411499949995,2018-07-14 23:30:00,23:30,2018/07/14
2018-07-14 23:36:00,510.19918859983335,2018-07-14 23:36:00,23:36,2018/07/14
2018-07-14 23:42:00,481.32824759749997,2018-07-14 23:42:00,23:42,2018/07/14
2018-07-14 23:48:00,530.3740445993334,2018-07-14 23:48:00,23:48,2018/07/14
2018-07-14 23:54:00,552.3496487990001,2018-07-14 23:54:00,23:54,2018/07/14
2018-07-21 00:00:00,493.40767259766676,2018-07-21 00:00:00,00:00,2018/07/21
2018-07-21 00:06:00,500.3519453953333,2018-07-21 00:06:00,00:06,2018/07/21
2018-07-21 00:12:00,514.9057787951667,2018-07-21 00:12:00,00:12,2018/07/21
2018-07-21 00:18:00,488.16106439500004,2018-07-21 00:18:00,00:18,2018/07/21
2018-07-21 00:24:00,504.336635995,2018-07-21 00:24:00,00:24,2018/07/21
2018-07-21 00:30:00,492.0044927926667,2018-07-21 00:30:00,00:30,2018/07/21
2018-07-21 00:36:00,486.2398409938334,2018-07-21 00:36:00,00:36,2018/07/21
2018-07-21 00:42:00,468.04171739599997,2018-07-21 00:42:00,00:42,2018/07/21
2018-07-21 00:48:00,524.0909909953333,2018-07-21 00:48:00,00:48,2018/07/21
2018-07-21 00:54:00,547.5035471975001,2018-07-21 00:54:00,00:54,2018/07/21
2018-07-21 01:00:00,482.82784919650004,2018-07-21 01:00:00,01:00,2018/07/21
2018-07-21 01:06:00,513.6430589928333,2018-07-21 01:06:00,01:06,2018/07/21
2018-07-21 01:12:00,472.8849635965,2018-07-21 01:12:00,01:12,2018/07/21
2018-07-21 01:18:00,452.0379683978333,2018-07-21 01:18:00,01:18,2018/07/21
2018-07-21 01:24:00,485.5620329945,2018-07-21 01:24:00,01:24,2018/07/21
2018-07-21 01:30:00,505.76444519549995,2018-07-21 01:30:00,01:30,2018/07/21
2018-07-21 01:36:00,443.7755015953333,2018-07-21 01:36:00,01:36,2018/07/21
2018-07-21 01:42:00,464.12525039499997,2018-07-21 01:42:00,01:42,2018/07/21
2018-07-21 01:48:00,483.8577005946667,2018-07-21 01:48:00,01:48,2018/07/21
2018-07-21 01:54:00,533.9250059958333,2018-07-21 01:54:00,01:54,2018/07/21
2018-07-21 02:00:00,494.22683819466664,2018-07-21 02:00:00,02:00,2018/07/21
2018-07-21 02:06:00,573.2553707975,2018-07-21 02:06:00,02:06,2018/07/21
2018-07-21 02:12:00,555.2052359969999,2018-07-21 02:12:00,02:12,2018/07/21
2018-07-21 02:18:00,527.7723845951667,2018-07-21 02:18:00,02:18,2018/07/21
2018-07-21 02:24:00,516.8369021941667,2018-07-21 02:24:00,02:24,2018/07/21
2018-07-21 02:30:00,522.2751149946666,2018-07-21 02:30:00,02:30,2018/07/21
2018-07-21 02:36:00,537.0440207961666,2018-07-21 02:36:00,02:36,2018/07/21
2018-07-21 02:42:00,520.1535749951667,2018-07-21 02:42:00,02:42,2018/07/21
2018-07-21 02:48:00,504.8032463946666,2018-07-21 02:48:00,02:48,2018/07/21
2018-07-21 02:54:00,498.1387139965,2018-07-21 02:54:00,02:54,2018/07/21
2018-07-21 03:00:00,473.8166687968334,2018-07-21 03:00:00,03:00,2018/07/21
2018-07-21 03:06:00,489.0081239916667,2018-07-21 03:06:00,03:06,2018/07/21
2018-07-21 03:12:00,505.1700329986667,2018-07-21 03:12:00,03:12,2018/07/21
2018-07-21 03:18:00,495.77994239733334,2018-07-21 03:18:00,03:18,2018/07/21
2018-07-21 03:24:00,508.83412019716667,2018-07-21 03:24:00,03:24,2018/07/21
2018-07-21 03:30:00,467.158229993,2018-07-21 03:30:00,03:30,2018/07/21
2018-07-21 03:36:00,457.30627679300005,2018-07-21 03:36:00,03:36,2018/07/21
2018-07-21 03:42:00,478.02735359683334,2018-07-21 03:42:00,03:42,2018/07/21
2018-07-21 03:48:00,487.73574359766667,2018-07-21 03:48:00,03:48,2018/07/21
2018-07-21 03:54:00,531.1184489973333,2018-07-21 03:54:00,03:54,2018/07/21
2018-07-21 04:00:00,612.1260983996666,2018-07-21 04:00:00,04:00,2018/07/21
2018-07-21 04:06:00,521.2507751951667,2018-07-21 04:06:00,04:06,2018/07/21
2018-07-21 04:12:00,464.87542079683334,2018-07-21 04:12:00,04:12,2018/07/21
2018-07-21 04:18:00,469.44672479599996,2018-07-21 04:18:00,04:18,2018/07/21
2018-07-21 04:24:00,493.8820973945,2018-07-21 04:24:00,04:24,2018/07/21
2018-07-21 04:30:00,478.5486797958333,2018-07-21 04:30:00,04:30,2018/07/21
2018-07-21 04:36:00,476.5861181943333,2018-07-21 04:36:00,04:36,2018/07/21
2018-07-21 04:42:00,494.32889339383337,2018-07-21 04:42:00,04:42,2018/07/21
2018-07-21 04:48:00,543.1234001958334,2018-07-21 04:48:00,04:48,2018/07/21
2018-07-21 04:54:00,520.5551339965,2018-07-21 04:54:00,04:54,2018/07/21
2018-07-21 05:00:00,479.81450279366663,2018-07-21 05:00:00,05:00,2018/07/21
2018-07-21 05:06:00,543.1722245971667,2018-07-21 05:06:00,05:06,2018/07/21
2018-07-21 05:12:00,545.1711413955001,2018-07-21 05:12:00,05:12,2018/07/21
2018-07-21 05:18:00,505.21967219699997,2018-07-21 05:18:00,05:18,2018/07/21
2018-07-21 05:24:00,575.6850665989999,2018-07-21 05:24:00,05:24,2018/07/21
2018-07-21 05:30:00,535.750277996,2018-07-21 05:30:00,05:30,2018/07/21
2018-07-21 05:36:00,516.8203727943334,2018-07-21 05:36:00,05:36,2018/07/21
2018-07-21 05:42:00,498.2284643965,2018-07-21 05:42:00,05:42,2018/07/21
2018-07-21 05:48:00,488.9830985945,2018-07-21 05:48:00,05:48,2018/07/21
2018-07-21 05:54:00,498.2531411918333,2018-07-21 05:54:00,05:54,2018/07/21
2018-07-21 06:00:00,497.58582719399993,2018-07-21 06:00:00,06:00,2018/07/21
2018-07-21 06:06:00,494.5343249961666,2018-07-21 06:06:00,06:06,2018/07/21
2018-07-21 06:12:00,502.02949559600006,2018-07-21 06:12:00,06:12,2018/07/21
2018-07-21 06:18:00,497.35785359483333,2018-07-21 06:18:00,06:18,2018/07/21
2018-07-21 06:24:00,476.12626619283327,2018-07-21 06:24:00,06:24,2018/07/21
2018-07-21 06:30:00,461.20232099649996,2018-07-21 06:30:00,06:30,2018/07/21
2018-07-21 06:36:00,476.1592013983334,2018-07-21 06:36:00,06:36,2018/07/21
2018-07-21 06:42:00,505.09512539683334,2018-07-21 06:42:00,06:42,2018/07/21
2018-07-21 06:48:00,492.9717863965,2018-07-21 06:48:00,06:48,2018/07/21
2018-07-21 06:54:00,501.5537051953334,2018-07-21 06:54:00,06:54,2018/07/21
2018-07-21 07:00:00,506.022747595,2018-07-21 07:00:00,07:00,2018/07/21
2018-07-21 07:06:00,489.813658196,2018-07-21 07:06:00,07:06,2018/07/21
2018-07-21 07:12:00,498.5215373915,2018-07-21 07:12:00,07:12,2018/07/21
2018-07-21 07:18:00,481.62295019516665,2018-07-21 07:18:00,07:18,2018/07/21
2018-07-21 07:24:00,495.54759959616666,2018-07-21 07:24:00,07:24,2018/07/21
2018-07-21 07:30:00,499.3326977931666,2018-07-21 07:30:00,07:30,2018/07/21
2018-07-21 07:36:00,489.82685939616675,2018-07-21 07:36:00,07:36,2018/07/21
2018-07-21 07:42:00,470.85703079399997,2018-07-21 07:42:00,07:42,2018/07/21
2018-07-21 07:48:00,462.280315799,2018-07-21 07:48:00,07:48,2018/07/21
2018-07-21 07:54:00,497.78168579616664,2018-07-21 07:54:00,07:54,2018/07/21
2018-07-21 08:00:00,512.9735501916666,2018-07-21 08:00:00,08:00,2018/07/21
2018-07-21 08:06:00,493.5893483946666,2018-07-21 08:06:00,08:06,2018/07/21
2018-07-21 08:12:00,510.33499259650006,2018-07-21 08:12:00,08:12,2018/07/21
2018-07-21 08:18:00,501.7689569953333,2018-07-21 08:18:00,08:18,2018/07/21
2018-07-21 08:24:00,498.56164019683337,2018-07-21 08:24:00,08:24,2018/07/21
2018-07-21 08:30:00,497.52175079399996,2018-07-21 08:30:00,08:30,2018/07/21
2018-07-21 08:36:00,499.95153899549996,2018-07-21 08:36:00,08:36,2018/07/21
2018-07-21 08:42:00,498.36478499599997,2018-07-21 08:42:00,08:42,2018/07/21
2018-07-21 08:48:00,502.5477413946667,2018-07-21 08:48:00,08:48,2018/07/21
2018-07-21 08:54:00,506.58454979399994,2018-07-21 08:54:00,08:54,2018/07/21
2018-07-21 09:00:00,520.3104347951667,2018-07-21 09:00:00,09:00,2018/07/21
2018-07-21 09:06:00,510.487874393,2018-07-21 09:06:00,09:06,2018/07/21
2018-07-21 09:12:00,517.3169783940001,2018-07-21 09:12:00,09:12,2018/07/21
2018-07-21 09:18:00,508.9214057941667,2018-07-21 09:18:00,09:18,2018/07/21
2018-07-21 09:24:00,509.5468283959999,2018-07-21 09:24:00,09:24,2018/07/21
2018-07-21 09:30:00,524.3578901965,2018-07-21 09:30:00,09:30,2018/07/21
2018-07-21 09:36:00,520.5157865983333,2018-07-21 09:36:00,09:36,2018/07/21
2018-07-21 09:42:00,517.0314395956667,2018-07-21 09:42:00,09:42,2018/07/21
2018-07-21 09:48:00,521.8062665965,2018-07-21 09:48:00,09:48,2018/07/21
2018-07-21 09:54:00,543.2666603961667,2018-07-21 09:54:00,09:54,2018/07/21
2018-07-21 10:00:00,572.4437567966667,2018-07-21 10:00:00,10:00,2018/07/21
2018-07-21 10:06:00,578.4495539973333,2018-07-21 10:06:00,10:06,2018/07/21
2018-07-21 10:12:00,582.0162257948333,2018-07-21 10:12:00,10:12,2018/07/21
2018-07-21 10:18:00,670.8438695931667,2018-07-21 10:18:00,10:18,2018/07/21
2018-07-21 10:24:00,785.3418593954999,2018-07-21 10:24:00,10:24,2018/07/21
2018-07-21 10:30:00,836.8681031965001,2018-07-21 10:30:00,10:30,2018/07/21
2018-07-21 10:36:00,907.7140745981666,2018-07-21 10:36:00,10:36,2018/07/21
2018-07-21 10:42:00,951.9470525981666,2018-07-21 10:42:00,10:42,2018/07/21
2018-07-21 10:48:00,1057.9871387966666,2018-07-21 10:48:00,10:48,2018/07/21
2018-07-21 10:54:00,1142.5853663981668,2018-07-21 10:54:00,10:54,2018/07/21
2018-07-21 11:00:00,1160.1352403986664,2018-07-21 11:00:00,11:00,2018/07/21
2018-07-21 11:06:00,1134.4896011981666,2018-07-21 11:06:00,11:06,2018/07/21
2018-07-21 11:12:00,1164.1327205983334,2018-07-21 11:12:00,11:12,2018/07/21
2018-07-21 11:18:00,1171.9587581973335,2018-07-21 11:18:00,11:18,2018/07/21
2018-07-21 11:24:00,1246.5935117965,2018-07-21 11:24:00,11:24,2018/07/21
2018-07-21 11:30:00,1257.3006587968334,2018-07-21 11:30:00,11:30,2018/07/21
2018-07-21 11:36:00,1257.2060189971667,2018-07-21 11:36:00,11:36,2018/07/21
2018-07-21 11:42:00,1325.1709307980002,2018-07-21 11:42:00,11:42,2018/07/21
2018-07-21 11:48:00,1356.9211679998334,2018-07-21 11:48:00,11:48,2018/07/21
2018-07-21 11:54:00,1278.1053647978333,2018-07-21 11:54:00,11:54,2018/07/21
2018-07-21 12:00:00,1359.211322995,2018-07-21 12:00:00,12:00,2018/07/21
2018-07-21 12:06:00,1355.0376005978333,2018-07-21 12:06:00,12:06,2018/07/21
2018-07-21 12:12:00,1434.3116141991668,2018-07-21 12:12:00,12:12,2018/07/21
2018-07-21 12:18:00,1445.5021193998334,2018-07-21 12:18:00,12:18,2018/07/21
2018-07-21 12:24:00,1372.175829599,2018-07-21 12:24:00,12:24,2018/07/21
2018-07-21 12:30:00,1426.346963399,2018-07-21 12:30:00,12:30,2018/07/21
2018-07-21 12:36:00,1384.7517539998335,2018-07-21 12:36:00,12:36,2018/07/21
2018-07-21 12:42:00,1385.3769510000002,2018-07-21 12:42:00,12:42,2018/07/21
2018-07-21 12:48:00,1372.786793399,2018-07-21 12:48:00,12:48,2018/07/21
2018-07-21 12:54:00,1376.8730147966664,2018-07-21 12:54:00,12:54,2018/07/21
2018-07-21 13:00:00,1444.6113059988336,2018-07-21 13:00:00,13:00,2018/07/21
2018-07-21 13:06:00,1306.1622437991666,2018-07-21 13:06:00,13:06,2018/07/21
2018-07-21 13:12:00,1254.3880145983333,2018-07-21 13:12:00,13:12,2018/07/21
2018-07-21 13:18:00,1267.1308109981667,2018-07-21 13:18:00,13:18,2018/07/21
2018-07-21 13:24:00,1239.4527689975,2018-07-21 13:24:00,13:24,2018/07/21
2018-07-21 13:30:00,1183.7156189961668,2018-07-21 13:30:00,13:30,2018/07/21
2018-07-21 13:36:00,1164.0428417958335,2018-07-21 13:36:00,13:36,2018/07/21
2018-07-21 13:42:00,1037.1571583963332,2018-07-21 13:42:00,13:42,2018/07/21
2018-07-21 13:48:00,1058.066536197333,2018-07-21 13:48:00,13:48,2018/07/21
2018-07-21 13:54:00,1063.2484469951667,2018-07-21 13:54:00,13:54,2018/07/21
2018-07-21 14:00:00,1038.2125943958333,2018-07-21 14:00:00,14:00,2018/07/21
